ALTRO_TRATT,True,True,True
IWERK,True,True,True
D_REGOLAZIONE,True,True,True
D_RINFIANCO,True,True,True
SN_CAMBIO_CONDOTTA,True,True,True
SN_CAM_PRESA,True,True,True
SN_CHIARIFIC,True,True,True
SN_CHIRIF_DEFOS,True,True,True
SN_CONTR_PRES,True,True,True
SN_DEFOSF_SIM,True,True,True
SN_DENITR,True,True,True
SN_DEODOR,True,True,True
SN_FITODEP,True,True,True
SN_FITOFARMACI,True,True,True
SN_STRIPP,True,True,True
SN_TRATTAM_AMPP,True,True,True
SN_TRATT_BIO,True,True,True
SN_DISINF_OZON,True,True,True
SN_DISOLEAT,True,True,True
SN_DISSAB,True,True,True
SN_ELETTRODIAL,True,True,True
SN_EQUALIZ,True,True,True
D_DISINFEZIONE,True,True,True
